State,Season,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Type,Previous_Crop,Area_hectare,Crop,Yield_ton_per_hectare
Himachal Pradesh,Zaid,Red,7.17,56,67,58,1302,31.22,78,Sprinkler,Sugarcane,8.74,Masoor,4.78
Delhi,Zaid,Black,7.81,141,30,48,681,10.94,32,Canal,Pea,0.91,Onion,3.26
Jharkhand,Rabi,Alluvial,8.33,59,58,142,1099,39.59,41,Drip,Cotton,8.43,Soybean,6.05
Delhi,Zaid,Loamy,6.85,59,68,37,1057,17.52,37,Rainfed,Cotton,5.18,Masoor,3.61
Chhattisgarh,Kharif,Loamy,7.82,64,37,32,311,27.7,65,Rainfed,Groundnut,3.16,Maize,2.09
Jammu and Kashmir,Kharif,Alluvial,6.6,39,52,102,246,20.1,70,Drip,Masoor,2.12,Gram,1.95
Uttarakhand,Zaid,Loamy,7.64,34,40,99,788,23.48,33,Sprinkler,Soybean,4.94,Sugarcane,3.17
Himachal Pradesh,Kharif,Clay,5.51,27,32,137,915,19.18,72,Drip,Gram,0.61,Pea,2.76
Uttarakhand,Rabi,Red,8.38,84,94,95,377,15.27,83,Tube Well,Masoor,2.83,Gram,4.38
Punjab,Rabi,Sandy,8.19,105,32,126,927,32.24,50,Canal,Mustard,1.3,Onion,4.27
Haryana,Kharif,Sandy,7.77,76,59,113,973,21.48,33,Drip,Barley,0.76,Arhar,4.22
Jharkhand,Kharif,Black,5.64,29,59,16,1225,29.98,67,Tube Well,Onion,3.32,Potato,4.21
Bihar,Zaid,Black,5.55,149,11,15,605,24.35,74,Tube Well,Cotton,7.49,Masoor,3.56
Delhi,Zaid,Red,5.87,144,21,61,445,34.34,74,Drip,Masoor,7.68,Gram,4.25
Madhya Pradesh,Rabi,Sandy,6.76,35,11,62,1450,39.1,69,Rainfed,Potato,8.6,Cotton,6.79
Jharkhand,Kharif,Red,6.24,116,75,43,1376,18.08,48,Tube Well,Soybean,3.35,Bajra,4.35
Madhya Pradesh,Kharif,Loamy,7.55,61,47,30,1467,24.47,48,Tube Well,Bajra,8.12,Sugarcane,6.26
Uttarakhand,Kharif,Black,6.17,38,50,32,797,25.04,81,Rainfed,Pea,7.16,Potato,3.4
Himachal Pradesh,Kharif,Loamy,8.36,54,45,24,1337,35.9,83,Tube Well,Mustard,1.11,Masoor,2.92
Jharkhand,Rabi,Sandy,8.47,86,84,83,1186,28.73,57,Canal,Arhar,7.5,Jowar,4.32
Uttarakhand,Rabi,Loamy,7.32,24,77,16,876,30.39,38,Sprinkler,Wheat,9.03,Rice,2.81
Uttarakhand,Rabi,Clay,6.51,73,23,61,389,14.88,44,Tube Well,Wheat,6.7,Jowar,3.58
Madhya Pradesh,Rabi,Black,8.33,102,60,134,1464,21.17,86,Rainfed,Bajra,2.84,Onion,6.27
Jammu and Kashmir,Zaid,Sandy,7.66,138,19,47,308,25.27,51,Drip,Maize,7.6,Potato,1.49
Uttar Pradesh,Kharif,Alluvial,6.79,141,19,30,1055,35.94,52,Sprinkler,Gram,2.29,Mustard,7.75
Delhi,Kharif,Loamy,6.33,29,48,104,658,17.12,65,Rainfed,Sugarcane,2.67,Barley,3.46
Jharkhand,Kharif,Red,8.25,20,97,129,1326,11.27,39,Sprinkler,Gram,4.5,Potato,5.56
Madhya Pradesh,Rabi,Red,8.2,142,35,58,285,20.89,83,Tube Well,Gram,9.54,Maize,4.65
Jharkhand,Zaid,Red,5.89,111,36,136,390,17.27,37,Drip,Sugarcane,9.31,Masoor,4.86
Delhi,Zaid,Alluvial,7.31,114,57,54,617,39.0,84,Sprinkler,Cotton,4.29,Rice,4.28
Himachal Pradesh,Zaid,Black,6.57,131,41,24,368,16.08,51,Canal,Wheat,8.84,Soybean,2.37
Rajasthan,Zaid,Loamy,8.48,30,77,14,368,24.0,44,Rainfed,Arhar,9.57,Moong,0.1
Uttarakhand,Kharif,Alluvial,5.76,38,48,149,1123,23.47,89,Drip,Soybean,0.94,Maize,3.75
Bihar,Rabi,Sandy,8.25,29,99,83,548,21.95,56,Canal,Potato,7.31,Cotton,2.18
Jammu and Kashmir,Zaid,Red,8.19,81,98,13,557,37.61,76,Rainfed,Potato,6.13,Cotton,3.2
Uttarakhand,Rabi,Black,8.43,82,63,144,1031,36.71,44,Rainfed,Arhar,7.57,Onion,5.66
Uttar Pradesh,Rabi,Clay,8.2,25,16,43,824,10.99,64,Drip,Potato,9.82,Pea,2.1
Punjab,Zaid,Sandy,7.04,122,29,38,1271,11.74,72,Tube Well,Masoor,6.11,Onion,5.42
Delhi,Rabi,Black,7.76,66,16,139,1226,37.55,64,Drip,Gram,2.19,Bajra,4.75
Bihar,Rabi,Red,5.69,78,71,21,1367,38.64,65,Sprinkler,Jowar,9.76,Gram,6.1
Jammu and Kashmir,Rabi,Alluvial,6.95,136,40,94,1294,26.52,43,Tube Well,Onion,2.96,Mustard,6.76
Rajasthan,Kharif,Red,7.7,141,83,59,1255,16.77,31,Rainfed,Maize,5.12,Moong,6.97
Uttarakhand,Zaid,Sandy,7.38,67,39,136,902,10.78,46,Drip,Cotton,8.87,Cotton,5.26
Chhattisgarh,Zaid,Sandy,8.18,55,90,25,536,34.72,51,Tube Well,Onion,1.34,Arhar,3.73
Rajasthan,Kharif,Loamy,7.98,97,43,66,1133,24.81,58,Drip,Arhar,1.32,Arhar,4.58
Rajasthan,Rabi,Alluvial,6.52,104,56,23,1328,33.45,77,Tube Well,Mustard,2.83,Barley,6.62
Bihar,Kharif,Loamy,5.53,53,23,13,1122,39.34,72,Tube Well,Gram,6.73,Onion,2.81
Chhattisgarh,Kharif,Sandy,6.08,102,98,123,268,19.19,73,Tube Well,Gram,7.81,Groundnut,5.16
Himachal Pradesh,Kharif,Sandy,7.05,109,14,41,212,33.74,73,Sprinkler,Rice,5.08,Moong,5.39
Uttarakhand,Kharif,Alluvial,6.39,88,66,16,213,17.18,48,Sprinkler,Potato,9.1,Cotton,3.72
Madhya Pradesh,Rabi,Clay,8.25,135,39,128,835,16.85,43,Sprinkler,Onion,3.15,Maize,5.56
Jammu and Kashmir,Rabi,Alluvial,6.29,138,77,33,211,26.6,41,Rainfed,Cotton,9.47,Mustard,3.65
Uttar Pradesh,Zaid,Loamy,7.17,96,87,48,542,15.61,56,Canal,Rice,2.93,Bajra,4.27
Delhi,Rabi,Alluvial,5.78,53,76,80,360,36.1,32,Tube Well,Cotton,0.51,Moong,3.43
Haryana,Kharif,Alluvial,6.42,26,85,57,601,29.28,65,Canal,Potato,6.48,Cotton,3.89
Jharkhand,Zaid,Clay,8.17,131,27,124,1119,34.53,67,Drip,Soybean,3.7,Arhar,4.37
Bihar,Zaid,Black,7.38,60,81,48,1126,24.51,52,Drip,Groundnut,7.68,Mustard,3.04
Himachal Pradesh,Zaid,Loamy,7.16,100,76,67,693,24.81,33,Tube Well,Pea,8.35,Gram,5.31
Chhattisgarh,Zaid,Alluvial,8.23,99,55,93,1447,23.73,71,Canal,Arhar,2.46,Onion,5.13
Madhya Pradesh,Kharif,Loamy,6.35,144,88,16,1201,15.87,48,Sprinkler,Groundnut,4.67,Sugarcane,5.31
Jharkhand,Zaid,Black,7.83,114,89,88,508,18.72,38,Tube Well,Moong,8.2,Soybean,5.21
Uttarakhand,Rabi,Loamy,7.7,107,12,94,1376,11.89,59,Sprinkler,Potato,8.35,Moong,4.65
Chhattisgarh,Kharif,Black,6.14,76,39,99,763,13.57,79,Rainfed,Potato,2.12,Rice,4.16
Jammu and Kashmir,Rabi,Loamy,8.32,116,70,51,1038,10.2,32,Rainfed,Potato,8.09,Wheat,4.35
Chhattisgarh,Kharif,Sandy,7.02,141,32,102,395,16.92,87,Sprinkler,Jowar,3.55,Gram,5.12
Bihar,Kharif,Sandy,7.56,62,89,85,1334,33.91,84,Tube Well,Mustard,0.74,Soybean,4.45
Bihar,Zaid,Alluvial,6.15,142,79,76,853,31.38,31,Drip,Groundnut,7.87,Moong,6.74
Rajasthan,Kharif,Alluvial,8.19,142,51,17,895,33.04,52,Sprinkler,Pea,3.95,Jowar,5.56
Madhya Pradesh,Zaid,Alluvial,5.93,38,96,79,1166,36.9,30,Rainfed,Barley,7.19,Groundnut,4.12
Uttarakhand,Zaid,Loamy,8.04,146,87,47,873,17.24,50,Rainfed,Gram,6.82,Moong,6.93
Madhya Pradesh,Kharif,Black,7.16,48,72,48,482,13.12,46,Tube Well,Mustard,6.95,Bajra,4.42
Jammu and Kashmir,Kharif,Alluvial,7.69,94,20,21,1141,26.51,41,Tube Well,Groundnut,8.46,Mustard,4.23
Jammu and Kashmir,Kharif,Clay,5.72,62,97,129,1292,21.11,34,Tube Well,Bajra,9.42,Wheat,7.0
Uttarakhand,Kharif,Black,5.55,74,20,33,1032,14.94,60,Rainfed,Soybean,2.84,Potato,4.49
Uttarakhand,Kharif,Sandy,7.03,99,64,101,1415,20.58,79,Sprinkler,Pea,6.59,Rice,7.84
Bihar,Rabi,Alluvial,7.31,66,19,117,724,34.47,38,Sprinkler,Masoor,0.9,Mustard,4.56
Madhya Pradesh,Rabi,Alluvial,8.04,72,98,145,1410,34.16,57,Drip,Onion,6.74,Pea,5.48
Chhattisgarh,Rabi,Clay,5.64,28,51,18,984,26.69,82,Sprinkler,Gram,0.8,Maize,2.52
Himachal Pradesh,Kharif,Black,7.73,69,66,129,350,26.43,72,Drip,Groundnut,6.34,Rice,4.45
Delhi,Rabi,Alluvial,6.74,51,37,43,1483,15.5,59,Tube Well,Jowar,8.66,Wheat,3.93
Jammu and Kashmir,Rabi,Sandy,5.97,80,70,41,784,16.33,78,Canal,Pea,7.23,Gram,5.93
Uttar Pradesh,Kharif,Alluvial,7.41,52,70,46,665,32.23,38,Tube Well,Pea,6.77,Masoor,3.58
Bihar,Zaid,Black,8.45,71,64,98,397,13.85,30,Canal,Masoor,4.86,Rice,3.35
Jharkhand,Rabi,Alluvial,7.22,88,49,75,478,25.05,34,Canal,Mustard,2.66,Maize,4.38
Uttarakhand,Zaid,Loamy,5.8,125,23,31,1451,12.19,84,Rainfed,Bajra,0.86,Gram,5.78
Chhattisgarh,Zaid,Alluvial,5.92,91,73,123,950,20.79,59,Rainfed,Mustard,1.5,Potato,6.15
Madhya Pradesh,Zaid,Loamy,7.51,144,60,54,205,39.88,58,Rainfed,Arhar,0.79,Masoor,6.35
Uttar Pradesh,Zaid,Sandy,7.45,91,53,126,452,20.77,71,Canal,Arhar,7.17,Jowar,5.43
Jharkhand,Kharif,Black,7.33,71,91,69,1165,16.66,78,Drip,Gram,2.16,Masoor,4.52
Uttar Pradesh,Rabi,Loamy,6.4,77,26,41,1284,35.62,62,Canal,Rice,1.41,Rice,4.54
Uttar Pradesh,Rabi,Alluvial,7.89,133,75,149,790,15.67,49,Canal,Bajra,3.61,Jowar,5.3
Delhi,Rabi,Sandy,6.71,46,66,13,1070,28.57,59,Rainfed,Onion,6.54,Soybean,3.53
Rajasthan,Zaid,Alluvial,5.82,36,95,146,1487,11.72,58,Canal,Maize,2.26,Barley,4.08
Jammu and Kashmir,Zaid,Sandy,6.95,53,35,120,248,30.8,73,Drip,Masoor,2.43,Cotton,2.11
Punjab,Kharif,Alluvial,8.14,136,26,11,1467,26.61,79,Tube Well,Wheat,6.26,Soybean,4.45
Haryana,Zaid,Sandy,5.52,58,53,70,1350,17.98,37,Canal,Masoor,7.38,Sugarcane,2.26
Jammu and Kashmir,Rabi,Black,6.93,85,41,60,1219,24.29,63,Tube Well,Wheat,2.67,Potato,6.97
Punjab,Rabi,Sandy,5.71,114,31,21,584,23.02,37,Drip,Soybean,2.04,Rice,7.03
Bihar,Zaid,Loamy,6.9,110,74,146,886,25.01,53,Sprinkler,Mustard,5.03,Onion,5.93
Punjab,Rabi,Alluvial,7.6,119,22,103,1024,33.58,36,Tube Well,Potato,0.71,Barley,4.94
Jharkhand,Zaid,Loamy,7.59,130,78,112,561,31.6,69,Sprinkler,Wheat,7.15,Cotton,4.29
Punjab,Zaid,Alluvial,7.72,54,95,101,473,14.18,65,Canal,Wheat,8.95,Potato,2.49
Madhya Pradesh,Zaid,Red,5.61,87,32,20,785,15.46,55,Tube Well,Moong,8.47,Rice,4.7
Delhi,Zaid,Red,7.21,121,24,31,1487,23.98,46,Canal,Pea,4.36,Wheat,5.5
Chhattisgarh,Rabi,Red,7.94,129,60,14,246,17.62,52,Tube Well,Bajra,0.79,Maize,3.68
Bihar,Kharif,Loamy,8.01,87,19,26,426,31.53,68,Drip,Arhar,2.17,Arhar,2.5
Punjab,Rabi,Clay,8.36,74,31,12,597,17.96,77,Rainfed,Moong,9.4,Groundnut,2.86
Himachal Pradesh,Kharif,Red,6.83,87,51,61,567,15.58,49,Drip,Sugarcane,7.02,Sugarcane,2.57
Chhattisgarh,Zaid,Red,6.97,101,86,101,583,34.74,62,Sprinkler,Jowar,7.59,Masoor,6.07
Haryana,Zaid,Clay,8.25,141,46,105,837,31.12,74,Rainfed,Gram,2.71,Barley,4.75
Uttar Pradesh,Kharif,Clay,7.33,114,82,44,966,14.93,31,Rainfed,Rice,1.59,Cotton,5.46
Haryana,Kharif,Red,6.87,82,81,135,1347,38.37,34,Drip,Pea,6.13,Wheat,7.61
Uttar Pradesh,Zaid,Alluvial,6.74,115,20,50,1478,19.18,47,Sprinkler,Groundnut,8.1,Moong,6.7
Delhi,Kharif,Black,6.88,27,42,141,521,34.41,48,Sprinkler,Barley,2.12,Mustard,2.13
Haryana,Kharif,Sandy,6.79,100,96,43,491,12.08,61,Sprinkler,Onion,9.53,Groundnut,2.99
Jammu and Kashmir,Rabi,Red,7.01,59,86,137,347,20.04,50,Tube Well,Wheat,7.6,Bajra,6.0
Uttarakhand,Rabi,Clay,5.98,68,34,49,474,32.81,86,Drip,Gram,0.78,Maize,1.77
Jammu and Kashmir,Rabi,Clay,5.63,71,44,39,529,35.3,81,Sprinkler,Maize,9.45,Arhar,2.84
Uttar Pradesh,Zaid,Red,6.14,22,26,47,1218,20.65,67,Sprinkler,Soybean,7.66,Masoor,2.99
Uttarakhand,Rabi,Sandy,6.04,136,60,60,284,29.02,41,Drip,Cotton,4.9,Pea,5.25
Jharkhand,Zaid,Black,8.42,83,99,129,602,17.23,66,Drip,Groundnut,2.88,Arhar,5.86
Madhya Pradesh,Kharif,Sandy,5.8,88,12,123,704,17.49,71,Drip,Masoor,7.1,Soybean,3.48
Punjab,Kharif,Sandy,8.38,144,95,119,668,27.53,84,Rainfed,Jowar,1.45,Moong,7.0
Bihar,Rabi,Alluvial,7.68,74,29,92,1296,14.02,84,Drip,Masoor,5.65,Masoor,5.49
Uttarakhand,Rabi,Alluvial,6.17,71,45,149,1339,38.68,62,Drip,Barley,3.94,Masoor,5.89
Bihar,Zaid,Sandy,6.17,36,57,126,913,19.61,82,Sprinkler,Maize,7.25,Masoor,4.58
Jharkhand,Zaid,Loamy,6.76,53,48,63,1478,13.82,62,Sprinkler,Maize,2.75,Pea,4.55
Punjab,Zaid,Clay,5.78,90,90,52,1493,27.79,83,Tube Well,Jowar,3.18,Groundnut,5.77
Punjab,Rabi,Red,7.8,105,48,16,1287,27.84,30,Drip,Barley,3.84,Jowar,5.41
Uttar Pradesh,Zaid,Red,6.7,140,59,127,297,35.04,60,Canal,Gram,2.44,Sugarcane,5.91
Punjab,Zaid,Red,6.14,94,89,39,1375,32.45,65,Sprinkler,Groundnut,4.92,Potato,4.89
Jammu and Kashmir,Kharif,Sandy,8.37,84,86,33,1367,26.33,59,Canal,Maize,4.15,Soybean,6.17
Jharkhand,Kharif,Loamy,5.58,42,76,33,547,12.2,58,Tube Well,Moong,9.4,Groundnut,3.48
Uttar Pradesh,Zaid,Black,5.93,65,96,68,403,36.34,81,Drip,Groundnut,9.28,Mustard,1.61
Haryana,Zaid,Alluvial,6.16,37,77,135,1007,30.98,46,Sprinkler,Soybean,6.98,Sugarcane,4.81
Jharkhand,Kharif,Alluvial,7.2,98,69,149,245,17.09,78,Rainfed,Sugarcane,4.42,Maize,3.34
Uttarakhand,Rabi,Red,7.92,142,38,13,1422,11.93,79,Sprinkler,Moong,0.82,Maize,6.29
Haryana,Kharif,Loamy,5.62,39,81,82,1019,20.4,35,Sprinkler,Groundnut,0.56,Soybean,4.57
Punjab,Rabi,Sandy,5.85,36,88,50,1302,19.85,55,Tube Well,Arhar,2.35,Jowar,3.54
Uttarakhand,Kharif,Alluvial,6.42,113,95,93,1190,27.07,46,Rainfed,Rice,5.62,Moong,6.84
Punjab,Kharif,Sandy,6.01,46,99,11,730,30.74,64,Canal,Jowar,8.27,Rice,2.33
Haryana,Rabi,Red,5.91,46,64,45,1486,38.2,89,Tube Well,Gram,2.33,Potato,6.53
Punjab,Kharif,Red,6.34,73,32,72,438,18.72,78,Tube Well,Barley,8.85,Bajra,5.32
Uttarakhand,Zaid,Clay,7.79,57,21,62,606,36.32,57,Sprinkler,Soybean,9.51,Bajra,3.91
Punjab,Rabi,Clay,8.26,86,15,120,1267,32.34,85,Sprinkler,Masoor,2.02,Masoor,5.83
Chhattisgarh,Zaid,Sandy,8.12,38,52,34,1049,26.95,58,Sprinkler,Mustard,8.89,Mustard,4.47
Jammu and Kashmir,Kharif,Alluvial,6.74,140,13,91,921,12.99,57,Canal,Onion,8.57,Sugarcane,4.3
Uttarakhand,Zaid,Sandy,6.0,99,72,77,1011,17.98,77,Rainfed,Maize,8.66,Pea,6.68
Bihar,Zaid,Red,7.22,85,45,140,1348,25.94,68,Sprinkler,Bajra,2.98,Moong,5.92
Haryana,Zaid,Sandy,7.49,142,21,18,611,35.37,78,Tube Well,Barley,1.36,Potato,3.68
Chhattisgarh,Rabi,Red,8.18,27,16,54,630,12.66,31,Canal,Maize,6.17,Cotton,3.39
Chhattisgarh,Zaid,Black,5.56,118,26,66,601,23.92,37,Sprinkler,Pea,2.77,Moong,3.88
Himachal Pradesh,Rabi,Sandy,5.55,78,60,126,429,10.12,40,Rainfed,Groundnut,4.41,Maize,4.47
Rajasthan,Zaid,Black,6.89,102,31,98,1057,11.65,58,Rainfed,Maize,2.8,Onion,5.3
Himachal Pradesh,Kharif,Clay,8.49,63,24,24,885,30.88,52,Rainfed,Mustard,8.26,Groundnut,2.03
Punjab,Kharif,Alluvial,6.51,86,11,10,519,32.94,79,Canal,Potato,6.11,Soybean,3.82
Madhya Pradesh,Rabi,Clay,8.46,24,28,51,778,29.62,40,Tube Well,Arhar,5.5,Rice,2.78
Punjab,Rabi,Red,7.45,98,45,55,417,34.59,30,Drip,Masoor,8.75,Arhar,2.69
Haryana,Zaid,Sandy,5.73,95,41,37,268,21.22,86,Tube Well,Masoor,2.63,Wheat,2.02
Rajasthan,Rabi,Clay,7.79,139,43,21,1043,17.67,82,Rainfed,Potato,9.11,Pea,3.98
Bihar,Zaid,Alluvial,6.71,138,12,129,356,14.39,69,Sprinkler,Jowar,3.68,Maize,4.99
Haryana,Zaid,Red,7.4,114,12,68,1059,37.64,79,Sprinkler,Moong,2.47,Soybean,6.61
Bihar,Zaid,Red,5.63,53,32,114,350,21.12,77,Tube Well,Mustard,5.39,Wheat,3.17
Jammu and Kashmir,Zaid,Red,7.72,52,56,144,1406,10.23,37,Rainfed,Pea,6.3,Sugarcane,5.57
Madhya Pradesh,Zaid,Loamy,6.52,92,74,37,1268,36.32,60,Canal,Masoor,3.39,Cotton,6.01
Uttarakhand,Rabi,Sandy,7.65,87,12,142,378,25.33,46,Sprinkler,Pea,6.35,Masoor,3.76
Uttar Pradesh,Zaid,Sandy,5.95,144,40,81,1239,25.39,88,Canal,Soybean,4.48,Soybean,6.82
Bihar,Zaid,Red,5.97,139,17,27,1189,22.45,38,Canal,Potato,0.75,Bajra,4.99
Chhattisgarh,Kharif,Clay,5.97,148,77,79,849,10.91,55,Drip,Soybean,6.17,Moong,3.84
Haryana,Kharif,Loamy,6.24,119,33,127,1132,19.41,75,Rainfed,Arhar,3.73,Pea,7.56
Uttarakhand,Kharif,Sandy,7.41,20,33,94,1390,19.75,45,Canal,Moong,9.24,Masoor,4.37
Punjab,Zaid,Clay,8.41,71,82,64,1200,27.49,66,Sprinkler,Gram,8.43,Gram,5.75
Uttar Pradesh,Rabi,Black,6.96,129,41,111,593,35.92,55,Tube Well,Maize,1.63,Mustard,4.48
Uttarakhand,Rabi,Sandy,6.35,128,25,113,888,34.97,89,Sprinkler,Groundnut,9.18,Barley,6.42
Jharkhand,Zaid,Sandy,6.57,138,19,143,234,21.45,53,Tube Well,Sugarcane,2.27,Rice,4.23
Uttar Pradesh,Kharif,Loamy,7.43,86,84,98,1370,27.47,75,Sprinkler,Onion,7.12,Pea,6.24
Himachal Pradesh,Kharif,Clay,7.43,101,38,81,1051,19.27,33,Tube Well,Barley,2.04,Arhar,4.75
Madhya Pradesh,Kharif,Sandy,6.89,119,32,23,471,24.99,66,Drip,Mustard,1.38,Sugarcane,5.13
Haryana,Kharif,Red,7.12,99,57,35,903,22.69,35,Sprinkler,Pea,2.92,Arhar,3.74
Bihar,Zaid,Red,7.6,75,78,36,1042,16.98,69,Sprinkler,Gram,6.96,Masoor,4.8
Uttar Pradesh,Zaid,Sandy,6.52,31,35,58,1040,37.08,30,Rainfed,Bajra,0.58,Sugarcane,3.97
Punjab,Kharif,Clay,7.23,113,69,99,553,11.33,59,Canal,Arhar,1.96,Bajra,4.63
Delhi,Rabi,Sandy,8.37,37,15,125,670,25.25,75,Canal,Mustard,0.8,Gram,4.1
Punjab,Rabi,Black,8.34,121,87,122,1490,24.65,62,Canal,Potato,6.78,Potato,6.68
Uttar Pradesh,Kharif,Alluvial,6.69,36,39,129,879,28.68,78,Drip,Bajra,5.64,Mustard,3.87
Delhi,Rabi,Black,8.15,47,15,147,1336,20.14,57,Tube Well,Soybean,7.29,Sugarcane,3.63
Haryana,Rabi,Black,5.9,63,48,58,1428,13.53,73,Sprinkler,Maize,2.32,Jowar,4.63
Madhya Pradesh,Kharif,Loamy,6.82,81,49,147,627,33.86,78,Tube Well,Cotton,7.4,Pea,4.6
Uttarakhand,Rabi,Alluvial,6.45,85,15,62,581,31.02,50,Canal,Groundnut,5.83,Masoor,4.58
Jammu and Kashmir,Zaid,Black,6.34,86,38,22,424,20.36,56,Canal,Soybean,7.73,Rice,0.8
Jammu and Kashmir,Kharif,Clay,7.31,42,75,135,962,13.19,49,Tube Well,Potato,4.53,Wheat,4.1
Uttarakhand,Kharif,Loamy,7.95,58,45,64,1464,26.02,80,Tube Well,Moong,1.68,Cotton,4.23
Haryana,Kharif,Alluvial,7.07,107,99,41,1461,18.16,87,Rainfed,Bajra,4.48,Arhar,6.12
Haryana,Rabi,Loamy,7.09,127,99,79,575,35.53,54,Canal,Arhar,5.07,Bajra,5.45
Himachal Pradesh,Zaid,Black,7.17,110,27,111,715,38.96,39,Rainfed,Cotton,9.24,Moong,6.23
Bihar,Zaid,Loamy,5.84,129,53,104,902,31.82,43,Tube Well,Jowar,3.27,Masoor,5.5
Madhya Pradesh,Zaid,Sandy,8.07,98,82,71,739,28.12,82,Drip,Potato,2.93,Rice,5.75
Jammu and Kashmir,Zaid,Black,6.34,22,61,103,606,24.9,56,Rainfed,Wheat,1.01,Sugarcane,3.8
Madhya Pradesh,Zaid,Alluvial,5.82,114,70,37,284,19.61,54,Rainfed,Groundnut,5.92,Wheat,1.82
Uttarakhand,Kharif,Red,7.93,93,44,145,1059,21.81,65,Rainfed,Mustard,5.97,Pea,6.36
Jharkhand,Zaid,Black,7.84,30,74,13,1004,31.29,88,Canal,Soybean,4.19,Cotton,4.26
Madhya Pradesh,Rabi,Clay,7.42,70,91,142,914,24.08,60,Drip,Gram,9.92,Jowar,6.06
Bihar,Rabi,Red,7.24,104,68,80,618,13.97,52,Canal,Gram,3.29,Rice,4.97
Uttar Pradesh,Kharif,Sandy,7.74,51,74,131,1196,11.25,62,Sprinkler,Onion,3.97,Gram,5.64
Haryana,Rabi,Alluvial,6.13,111,29,117,327,35.13,51,Rainfed,Potato,5.46,Groundnut,4.67
Himachal Pradesh,Zaid,Black,7.27,59,93,147,1167,13.08,74,Drip,Arhar,7.05,Moong,5.98
Bihar,Zaid,Alluvial,6.71,50,95,26,772,20.58,89,Canal,Potato,7.06,Masoor,4.07
Jharkhand,Kharif,Red,5.82,30,49,149,1209,17.13,65,Sprinkler,Mustard,9.67,Masoor,4.26
Haryana,Rabi,Sandy,7.53,41,70,114,1191,15.03,60,Rainfed,Masoor,7.77,Potato,7.85
Uttarakhand,Rabi,Clay,7.56,35,10,96,812,28.01,31,Sprinkler,Pea,4.52,Barley,3.25
Madhya Pradesh,Kharif,Red,8.32,129,16,127,1111,15.4,33,Canal,Bajra,2.67,Gram,6.85
Punjab,Zaid,Sandy,6.51,131,49,53,719,13.47,73,Tube Well,Moong,9.95,Masoor,6.35
Jharkhand,Rabi,Clay,5.69,71,58,85,494,30.58,74,Rainfed,Mustard,2.6,Moong,4.61
Punjab,Rabi,Black,7.02,89,33,104,204,32.11,67,Canal,Rice,1.14,Moong,2.8
Rajasthan,Rabi,Red,6.63,148,91,136,711,37.43,59,Drip,Moong,1.96,Barley,7.69
Himachal Pradesh,Zaid,Black,5.6,62,53,80,1195,26.43,35,Rainfed,Wheat,6.82,Wheat,4.58
Rajasthan,Kharif,Loamy,6.72,40,96,56,1117,30.01,43,Drip,Soybean,3.92,Mustard,4.39
Chhattisgarh,Zaid,Loamy,6.64,24,76,110,208,22.25,86,Sprinkler,Wheat,6.77,Wheat,0.09
Delhi,Zaid,Clay,7.62,123,25,33,1230,30.1,81,Canal,Onion,9.26,Masoor,4.93
Delhi,Kharif,Clay,6.59,39,36,136,782,24.38,40,Canal,Barley,5.48,Barley,6.75
Jharkhand,Kharif,Clay,6.56,125,49,119,416,25.47,70,Canal,Gram,4.57,Pea,6.73
Bihar,Rabi,Clay,8.04,141,71,24,418,39.8,72,Tube Well,Cotton,5.25,Maize,5.41
Punjab,Kharif,Red,7.36,87,12,131,867,14.75,31,Rainfed,Barley,5.68,Mustard,3.36
Himachal Pradesh,Kharif,Sandy,7.36,32,89,92,682,17.87,54,Sprinkler,Rice,8.82,Sugarcane,5.22
Rajasthan,Zaid,Black,7.48,86,15,92,981,32.6,35,Sprinkler,Bajra,8.65,Pea,6.22
Uttar Pradesh,Kharif,Red,5.89,118,95,120,1087,38.45,66,Canal,Sugarcane,3.16,Cotton,6.77
Himachal Pradesh,Zaid,Clay,5.88,54,17,129,725,27.79,40,Canal,Gram,9.19,Soybean,6.05
Haryana,Kharif,Sandy,6.18,33,41,145,527,36.21,41,Drip,Rice,6.96,Gram,4.92
Jammu and Kashmir,Rabi,Alluvial,6.68,140,50,55,846,22.83,85,Rainfed,Jowar,2.21,Bajra,6.36
Uttar Pradesh,Zaid,Sandy,7.92,52,61,93,1130,23.25,84,Rainfed,Masoor,7.08,Masoor,6.07
Punjab,Kharif,Clay,7.05,33,27,26,653,20.45,48,Canal,Barley,6.49,Jowar,2.53
Punjab,Zaid,Loamy,6.95,117,61,123,1184,31.83,62,Canal,Bajra,4.46,Bajra,5.25
Uttarakhand,Zaid,Clay,6.58,35,53,107,1385,10.33,70,Canal,Wheat,2.66,Arhar,3.96
Himachal Pradesh,Rabi,Red,8.32,65,68,64,251,14.07,88,Drip,Sugarcane,3.99,Onion,2.8
Chhattisgarh,Rabi,Black,8.49,21,35,29,541,16.18,68,Sprinkler,Rice,8.16,Onion,1.97
Delhi,Rabi,Clay,5.51,104,75,122,973,31.36,87,Drip,Sugarcane,7.05,Moong,4.07
Himachal Pradesh,Zaid,Red,8.37,81,58,142,607,21.25,84,Drip,Bajra,9.19,Rice,3.8
Jharkhand,Zaid,Clay,7.01,27,56,68,259,37.11,33,Sprinkler,Arhar,6.15,Sugarcane,3.36
